production_run_id,production_date,product_id,quantity_produced,direct_labor_hours,waste_quantity_produced,waste_reason
PR05217,2024-06-26,P002,92,18.64,0,None
PR05218,2024-06-12,P074,342,39.51,0,None
PR05219,2023-02-17,P100,153,25.4,0,None
PR05220,2023-02-21,P014,128,30.67,0,None
PR05221,2023-01-29,P024,429,130.26,0,None
PR05222,2023-11-14,P012,76,26.67,0,None
PR05223,2024-11-18,P036,389,131.56,0,None
PR05224,2023-11-10,P031,352,149.45,0,None
PR05225,2024-09-26,P034,338,127.84,0,None
PR05226,2023-05-03,P077,224,97.44,0,None
PR05227,2024-03-16,P060,474,235.41,0,None
PR05228,2024-10-03,P050,134,38.67,0,None
PR05229,2023-09-03,P047,384,104.81,0,None
PR05230,2023-06-05,P051,227,103.25,0,None
PR05231,2024-03-05,P023,301,51.04,4,Spoilage
PR05232,2023-01-06,P092,457,200.54,0,None
PR05233,2023-12-11,P029,331,59.94,0,None
PR05234,2023-08-02,P013,339,164.95,0,None
PR05235,2023-07-02,P058,263,113.11,0,None
PR05236,2023-11-23,P049,425,145.75,0,None
PR05237,2024-01-27,P089,284,65.73,3,Defective Material
PR05238,2023-08-07,P094,158,65.67,0,None
PR05239,2024-11-09,P090,332,67.96,0,None
PR05240,2024-07-15,P063,272,94.23,0,None
PR05241,2023-07-10,P010,58,18.5,0,None
PR05242,2023-11-25,P034,421,44.3,0,None
PR05243,2024-12-01,P044,401,176.24,5,Production Error
PR05244,2024-10-19,P041,499,171.45,0,None
PR05245,2024-07-09,P062,321,145.72,0,None
PR05246,2023-08-21,P040,134,40.35,0,None
PR05247,2024-09-29,P004,273,89.0,23,Spoilage
PR05248,2024-12-05,P046,56,8.94,0,None
PR05249,2023-05-01,P003,98,47.31,0,None
PR05250,2024-07-09,P006,258,96.62,0,None
PR05251,2023-03-23,P024,262,42.34,0,None
PR05252,2023-10-22,P046,496,178.94,0,None
PR05253,2023-01-06,P093,124,61.28,0,None
PR05254,2024-07-29,P090,432,212.77,34,Spoilage
PR05255,2023-10-02,P068,496,166.25,10,Spoilage
PR05256,2023-05-03,P073,166,17.69,0,None
PR05257,2024-05-06,P036,147,50.31,0,None
PR05258,2023-03-14,P017,281,82.06,0,None
PR05259,2023-01-11,P019,50,22.05,3,Overproduction
PR05260,2023-05-09,P071,376,155.14,0,None
PR05261,2023-07-21,P008,378,68.77,0,None
PR05262,2023-07-08,P078,216,31.55,0,None
PR05263,2023-06-18,P051,110,21.02,0,None
PR05264,2023-07-26,P044,171,69.32,0,None
PR05265,2023-09-01,P011,348,87.56,0,None
PR05266,2024-02-01,P082,188,29.06,2,Spoilage
PR05267,2023-06-10,P049,201,92.5,0,None
PR05268,2024-03-08,P095,321,92.46,0,None
PR05269,2024-01-13,P080,177,28.2,0,None
PR05270,2023-04-17,P061,436,184.63,0,None
PR05271,2024-08-27,P066,153,24.14,0,None
PR05272,2023-02-17,P071,90,37.35,0,None
PR05273,2024-10-19,P010,350,139.84,8,Overproduction
PR05274,2023-05-10,P067,440,94.89,0,None
PR05275,2023-12-29,P020,98,28.11,8,Spoilage
PR05276,2023-09-27,P020,405,128.37,0,None
PR05277,2023-11-08,P008,353,149.22,0,None
PR05278,2024-09-02,P051,406,199.36,0,None
PR05279,2024-06-08,P094,133,32.37,0,None
PR05280,2023-08-06,P053,109,30.74,0,None
PR05281,2024-03-17,P014,485,82.42,45,Production Error
PR05282,2023-05-29,P011,462,77.34,0,None
PR05283,2023-11-14,P072,422,112.29,0,None
PR05284,2024-09-10,P015,497,171.55,0,None
PR05285,2023-01-23,P003,134,58.7,0,None
PR05286,2023-04-27,P077,386,145.99,0,None
PR05287,2024-10-29,P100,435,141.82,0,None
PR05288,2024-12-22,P027,447,158.65,8,Spoilage
PR05289,2024-11-06,P077,145,46.04,0,None
PR05290,2024-10-24,P030,356,148.4,28,Production Error
PR05291,2023-06-03,P026,211,43.16,0,None
PR05292,2024-05-08,P017,271,87.78,0,None
PR05293,2023-02-06,P022,253,40.33,0,None
PR05294,2024-12-05,P075,366,138.0,0,None
PR05295,2023-02-28,P018,438,202.39,0,None
PR05296,2023-10-18,P056,364,169.64,0,None
PR05297,2024-07-29,P054,204,85.76,0,None
PR05298,2024-03-07,P097,279,121.72,0,None
PR05299,2023-06-25,P036,85,17.81,3,Defective Material
PR05300,2023-07-02,P007,224,76.56,0,None
PR05301,2023-04-12,P088,452,180.52,0,None
PR05302,2023-01-07,P090,304,78.81,0,None
PR05303,2023-03-03,P084,58,19.06,4,Spoilage
PR05304,2024-12-26,P055,327,102.89,0,None
PR05305,2024-01-24,P041,338,44.95,13,Defective Material
PR05306,2023-05-03,P016,450,94.39,0,None
PR05307,2024-01-31,P085,339,61.74,18,Spoilage
PR05308,2024-02-22,P026,328,42.48,0,None
PR05309,2023-10-26,P075,194,91.34,0,None
PR05310,2024-09-22,P065,420,100.72,0,None
PR05311,2024-10-05,P045,60,16.58,1,Production Error
PR05312,2023-09-24,P061,277,74.26,20,Production Error
PR05313,2024-05-21,P024,490,53.47,0,None
PR05314,2024-07-09,P047,85,12.95,0,None
PR05315,2024-12-31,P084,388,82.39,0,None
PR05316,2024-06-29,P056,285,70.78,1,Spoilage
PR05317,2024-08-23,P092,398,62.79,0,None
PR05318,2023-01-22,P044,165,40.25,0,None
PR05319,2024-11-08,P060,163,63.3,0,None
PR05320,2023-11-14,P005,188,29.17,0,None
PR05321,2024-01-08,P060,232,92.11,0,None
PR05322,2024-03-29,P099,312,37.14,0,None
PR05323,2023-08-22,P056,315,154.33,2,Overproduction
PR05324,2023-12-19,P009,149,35.74,0,None
PR05325,2024-04-10,P050,302,101.02,0,None
PR05326,2023-03-12,P020,135,38.4,4,Defective Material
PR05327,2024-08-22,P089,460,69.16,0,None
PR05328,2023-03-12,P094,476,124.97,0,None
PR05329,2023-03-13,P040,104,10.61,0,None
PR05330,2024-03-23,P021,231,87.13,15,Overproduction
PR05331,2023-04-18,P068,204,46.91,0,None
PR05332,2024-04-11,P006,334,47.7,0,None
PR05333,2024-05-09,P098,146,31.97,0,None
PR05334,2023-12-03,P085,458,62.07,38,Spoilage
PR05335,2024-08-08,P014,352,113.13,12,Defective Material
PR05336,2023-10-31,P051,262,98.24,18,Defective Material
PR05337,2024-11-04,P055,492,204.84,0,None
PR05338,2024-03-01,P006,412,45.07,1,Overproduction
PR05339,2023-07-07,P008,380,135.91,0,None
PR05340,2023-11-12,P056,423,144.69,0,None
PR05341,2024-12-15,P022,175,87.03,0,None
PR05342,2023-09-25,P100,331,44.79,0,None
PR05343,2023-05-09,P042,53,15.31,0,None
PR05344,2023-05-07,P019,94,35.64,0,None
PR05345,2024-03-06,P074,66,31.55,0,None
PR05346,2024-11-13,P084,407,87.25,0,None
PR05347,2023-03-24,P037,256,115.38,0,None
PR05348,2023-07-24,P011,172,81.55,0,None
PR05349,2024-04-08,P019,339,62.25,0,None
PR05350,2023-04-10,P018,443,190.41,0,None
PR05351,2024-08-16,P022,482,189.35,0,None
PR05352,2023-01-28,P004,77,24.28,0,None
PR05353,2024-10-01,P013,493,80.26,0,None
PR05354,2024-05-16,P085,164,31.19,0,None
PR05355,2024-08-05,P094,292,69.83,0,None
PR05356,2024-05-11,P064,77,27.59,0,None
PR05357,2023-10-21,P065,446,213.33,0,None
PR05358,2023-04-02,P023,153,46.76,0,None
PR05359,2023-11-09,P065,74,16.94,0,None
PR05360,2024-06-11,P038,405,171.84,0,None
PR05361,2023-09-26,P011,163,58.75,0,None
PR05362,2024-08-02,P051,419,122.38,0,None
PR05363,2023-12-28,P086,499,77.19,0,None
PR05364,2023-12-27,P011,329,33.94,0,None
PR05365,2023-07-06,P026,398,41.55,0,None
PR05366,2024-04-28,P022,470,158.84,0,None
PR05367,2024-07-31,P050,59,24.8,0,None
PR05368,2023-01-24,P016,340,168.38,0,None
PR05369,2024-10-13,P028,185,33.11,0,None
PR05370,2023-07-09,P096,65,18.42,0,None
PR05371,2024-08-20,P017,57,9.58,0,None
PR05372,2024-11-05,P011,269,62.69,0,None
PR05373,2023-02-27,P001,442,154.38,0,None
PR05374,2024-10-04,P098,52,9.97,0,None
PR05375,2023-02-21,P033,307,126.4,0,None
PR05376,2024-06-13,P030,201,41.73,0,None
PR05377,2023-08-12,P031,474,117.11,0,None
PR05378,2024-11-03,P014,165,27.59,9,Overproduction
PR05379,2024-06-02,P048,455,160.05,0,None
PR05380,2023-05-18,P057,272,119.09,0,None
PR05381,2023-11-17,P056,125,59.83,0,None
PR05382,2023-09-27,P043,220,45.92,0,None
PR05383,2023-05-27,P031,175,80.84,0,None
PR05384,2023-07-30,P094,68,23.11,0,None
PR05385,2024-07-14,P005,105,11.51,0,None
PR05386,2024-07-21,P030,268,116.59,0,None
PR05387,2024-06-15,P053,453,165.25,0,None
PR05388,2023-10-08,P081,278,109.21,0,None
PR05389,2023-03-26,P009,232,89.37,5,Overproduction
PR05390,2023-01-14,P040,427,59.26,0,None
PR05391,2024-11-22,P073,182,78.02,0,None
PR05392,2024-05-31,P096,308,58.37,0,None
PR05393,2023-06-16,P008,214,102.38,0,None
PR05394,2023-12-26,P099,363,41.33,35,Defective Material
PR05395,2023-01-09,P017,415,119.17,0,None
PR05396,2024-04-02,P100,106,25.89,5,Overproduction
PR05397,2023-01-08,P003,240,118.22,3,Overproduction
PR05398,2023-02-27,P018,185,39.06,1,Defective Material
PR05399,2023-07-16,P048,77,13.13,0,None
PR05400,2024-12-01,P011,363,128.99,0,None
PR05401,2024-06-12,P031,333,88.45,0,None
PR05402,2024-04-17,P001,284,67.27,0,None
PR05403,2023-11-15,P019,287,60.29,0,None
PR05404,2023-03-22,P012,168,27.62,0,None
PR05405,2024-06-11,P013,274,66.8,11,Spoilage
PR05406,2023-09-27,P086,66,9.57,0,None
PR05407,2024-04-15,P044,188,41.21,0,None
PR05408,2023-10-30,P003,149,31.33,0,None
PR05409,2023-10-31,P007,106,24.44,0,None
PR05410,2023-05-31,P004,499,64.06,0,None
PR05411,2023-05-26,P027,491,68.25,0,None
PR05412,2023-06-09,P088,228,76.7,0,None
PR05413,2023-04-03,P013,299,66.58,0,None
PR05414,2024-06-11,P086,54,12.64,0,None
PR05415,2023-09-17,P064,149,57.73,0,None
PR05416,2024-05-18,P030,474,114.33,0,None
PR05417,2023-06-11,P006,441,129.33,0,None
PR05418,2023-12-18,P039,485,116.23,0,None
PR05419,2023-07-04,P029,422,80.68,0,None
PR05420,2023-02-23,P009,124,46.91,0,None
PR05421,2023-01-09,P095,463,106.39,0,None
PR05422,2024-07-09,P008,137,63.57,0,None
PR05423,2023-06-08,P018,85,17.15,0,None
PR05424,2024-12-19,P024,187,54.25,0,None
PR05425,2023-08-13,P011,334,33.49,0,None
PR05426,2024-11-15,P072,363,113.88,0,None
PR05427,2024-02-22,P068,307,118.18,0,None
PR05428,2024-08-06,P023,277,98.56,0,None
PR05429,2024-10-12,P099,52,5.25,1,Overproduction
PR05430,2023-09-08,P027,245,108.0,0,None
PR05431,2024-08-30,P008,372,51.94,0,None
PR05432,2023-11-05,P053,120,51.45,0,None
PR05433,2024-04-08,P036,188,43.73,0,None
PR05434,2023-05-24,P047,334,96.26,0,None
PR05435,2023-12-14,P071,456,83.01,0,None
PR05436,2024-11-17,P003,460,200.25,0,None
PR05437,2024-10-15,P086,257,79.08,0,None
PR05438,2024-12-13,P100,78,8.73,0,None
PR05439,2023-06-13,P056,220,78.38,0,None
PR05440,2024-04-17,P091,296,45.15,0,None
PR05441,2023-08-17,P018,437,217.93,24,Defective Material
PR05442,2024-10-12,P027,168,59.38,0,None
PR05443,2024-12-31,P055,330,66.48,0,None
PR05444,2024-01-04,P028,95,45.74,0,None
PR05445,2023-07-08,P085,420,102.45,0,None
PR05446,2023-10-18,P056,351,112.31,0,None
PR05447,2023-06-12,P036,432,149.98,0,None
PR05448,2023-03-23,P085,367,175.45,0,None
PR05449,2024-05-20,P031,491,149.53,0,None
PR05450,2023-03-23,P087,489,228.53,0,None
PR05451,2023-10-09,P016,230,93.57,0,None
PR05452,2023-08-18,P080,224,109.11,0,None
PR05453,2023-07-28,P051,124,18.14,11,Production Error
PR05454,2024-11-08,P060,145,39.96,0,None
PR05455,2024-09-15,P082,353,167.32,0,None
PR05456,2024-09-25,P023,262,89.11,0,None
PR05457,2024-01-09,P100,261,35.66,0,None
PR05458,2023-01-06,P064,109,43.67,0,None
PR05459,2023-01-10,P033,319,98.45,0,None
PR05460,2024-12-23,P084,232,42.54,0,None
PR05461,2023-08-21,P063,112,32.65,0,None
PR05462,2024-04-21,P012,53,5.89,0,None
PR05463,2024-03-28,P077,288,75.2,0,None
PR05464,2023-07-09,P003,290,44.07,0,None
PR05465,2023-07-27,P038,360,51.21,26,Overproduction
PR05466,2023-10-14,P055,97,43.56,0,None
PR05467,2023-10-21,P022,410,189.53,0,None
PR05468,2024-06-02,P100,257,57.52,0,None
PR05469,2024-01-25,P078,166,63.24,0,None
PR05470,2023-05-10,P024,214,61.85,2,Production Error
PR05471,2024-12-25,P056,56,25.03,0,None
PR05472,2023-03-23,P088,96,25.06,0,None
PR05473,2023-08-03,P021,422,146.68,0,None
PR05474,2023-07-22,P002,71,9.71,0,None
PR05475,2024-10-14,P081,400,55.3,0,None
PR05476,2023-10-22,P039,285,139.91,0,None
PR05477,2023-01-19,P084,392,110.26,16,Production Error
PR05478,2024-03-02,P087,337,147.5,0,None
PR05479,2024-06-01,P018,73,15.33,0,None
PR05480,2024-07-13,P094,155,53.7,0,None
PR05481,2023-08-30,P043,405,72.4,0,None
PR05482,2023-01-29,P006,237,30.51,0,None
PR05483,2024-02-19,P055,80,29.33,0,None
PR05484,2024-01-17,P027,268,82.08,6,Defective Material
PR05485,2023-05-14,P006,202,94.15,0,None
PR05486,2023-04-04,P065,265,96.52,0,None
PR05487,2023-09-03,P072,253,39.42,0,None
PR05488,2024-09-08,P081,257,113.28,0,None
PR05489,2023-01-12,P021,73,36.14,0,None
PR05490,2024-03-15,P023,123,21.55,1,Overproduction
PR05491,2024-12-08,P027,120,18.06,0,None
PR05492,2024-03-21,P014,353,75.11,0,None
PR05493,2024-02-09,P054,474,107.9,0,None
PR05494,2023-10-05,P049,324,84.71,0,None
PR05495,2024-09-09,P064,181,82.15,0,None
PR05496,2024-06-21,P061,126,51.97,0,None
PR05497,2024-12-11,P067,476,228.94,0,None
PR05498,2023-05-07,P100,210,68.43,0,None
PR05499,2023-08-11,P080,190,58.29,0,None
PR05500,2024-07-08,P090,162,69.89,0,None
PR05501,2024-12-08,P048,438,189.45,0,None
PR05502,2024-04-28,P071,466,195.29,0,None
PR05503,2024-04-03,P005,342,134.15,0,None
PR05504,2023-05-09,P038,294,58.64,0,None
PR05505,2024-09-29,P038,379,162.7,0,None
PR05506,2023-12-12,P080,347,164.8,0,None
PR05507,2024-08-29,P040,83,34.27,0,None
PR05508,2024-05-04,P058,482,168.05,0,None
PR05509,2023-07-01,P023,68,10.93,0,None
PR05510,2024-01-15,P028,387,128.53,0,None
PR05511,2024-10-22,P071,198,51.45,0,None
PR05512,2024-01-21,P033,359,155.89,0,None
PR05513,2023-11-05,P053,472,100.29,27,Overproduction
PR05514,2024-05-19,P040,371,74.66,0,None
PR05515,2024-08-24,P058,249,40.0,0,None
PR05516,2024-04-14,P042,486,95.21,0,None
PR05517,2023-08-03,P013,107,38.25,0,None
PR05518,2023-09-09,P031,411,113.58,0,None
PR05519,2023-12-06,P068,361,79.09,0,None
PR05520,2023-09-10,P090,160,39.13,0,None
PR05521,2023-06-24,P088,376,117.49,0,None
PR05522,2023-04-24,P009,499,188.2,0,None
PR05523,2024-02-27,P003,325,68.62,0,None
PR05524,2023-03-04,P074,274,81.03,24,Overproduction
PR05525,2023-04-07,P089,413,134.21,0,None
PR05526,2023-05-21,P007,73,34.91,0,None
PR05527,2024-08-23,P085,224,60.0,0,None
PR05528,2024-02-11,P095,218,26.77,0,None
PR05529,2024-05-23,P072,209,39.54,0,None
PR05530,2024-12-12,P035,371,135.62,0,None
PR05531,2023-06-02,P072,166,43.67,0,None
PR05532,2023-01-22,P087,388,70.13,0,None
PR05533,2024-06-22,P032,361,164.52,0,None
PR05534,2024-05-03,P089,398,134.07,0,None
PR05535,2024-03-12,P052,482,163.11,0,None
PR05536,2024-02-26,P069,196,57.4,0,None
PR05537,2024-10-04,P015,364,70.52,0,None
PR05538,2023-02-02,P061,308,150.27,0,None
PR05539,2024-02-22,P067,202,72.04,0,None
PR05540,2023-03-09,P066,221,65.99,0,None
PR05541,2024-04-25,P065,162,23.38,0,None
PR05542,2023-01-27,P052,444,63.29,0,None
PR05543,2024-01-20,P100,407,170.05,0,None
PR05544,2023-11-29,P046,116,31.88,0,None
PR05545,2023-12-21,P049,371,104.8,10,Spoilage
PR05546,2023-03-07,P030,262,31.95,0,None
PR05547,2024-06-05,P024,137,52.43,0,None
PR05548,2023-09-05,P097,341,158.35,0,None
PR05549,2023-03-16,P040,318,102.1,0,None
PR05550,2023-12-31,P048,354,87.92,0,None
PR05551,2024-07-05,P091,103,25.4,0,None
PR05552,2023-09-03,P074,434,206.72,0,None
PR05553,2024-05-24,P100,179,22.65,0,None
PR05554,2024-11-25,P053,121,24.71,0,None
PR05555,2024-08-28,P029,179,33.48,0,None
PR05556,2023-01-23,P047,275,53.99,3,Defective Material
PR05557,2024-02-02,P064,200,54.43,13,Production Error
PR05558,2023-10-23,P009,176,39.48,0,None
PR05559,2023-02-16,P054,273,100.42,0,None
PR05560,2023-06-01,P063,329,163.98,0,None
PR05561,2023-04-25,P068,132,55.91,0,None
PR05562,2023-06-03,P084,202,52.73,0,None
PR05563,2023-08-24,P060,236,43.77,0,None
PR05564,2024-04-18,P051,200,34.36,0,None
PR05565,2024-09-13,P071,347,122.5,0,None
PR05566,2024-08-13,P033,243,118.27,0,None
PR05567,2023-09-24,P017,325,100.93,0,None
PR05568,2023-08-15,P084,463,68.62,0,None
PR05569,2024-11-24,P069,65,25.53,0,None
PR05570,2023-11-22,P014,79,11.47,0,None
PR05571,2023-07-04,P049,208,103.12,0,None
PR05572,2023-11-10,P058,114,35.81,0,None
PR05573,2024-01-25,P082,410,167.26,0,None
PR05574,2024-03-17,P075,244,99.86,0,None
PR05575,2024-04-11,P005,492,226.04,0,None
PR05576,2023-07-28,P081,59,19.26,0,None
PR05577,2024-12-20,P035,145,17.6,11,Production Error
PR05578,2023-06-05,P085,494,135.09,0,None
PR05579,2023-04-05,P002,94,32.87,0,None
PR05580,2024-10-01,P092,309,146.36,0,None
PR05581,2024-05-21,P097,140,28.84,0,None
PR05582,2023-03-03,P076,190,53.86,0,None
PR05583,2023-06-10,P011,365,165.68,0,None
PR05584,2023-08-12,P089,454,106.3,37,Spoilage
PR05585,2024-03-27,P085,123,35.81,0,None
PR05586,2023-08-03,P097,107,51.57,0,None
PR05587,2024-09-04,P057,370,174.61,0,None
PR05588,2024-12-04,P068,321,142.68,0,None
PR05589,2024-07-14,P034,442,218.81,0,None
PR05590,2024-06-03,P003,115,35.76,0,None
PR05591,2024-05-18,P068,53,16.85,0,None
PR05592,2023-10-19,P076,135,63.5,9,Production Error
PR05593,2023-08-21,P010,261,41.41,0,None
PR05594,2024-08-29,P059,225,65.53,0,None
PR05595,2023-12-19,P067,113,41.6,0,None
PR05596,2024-11-22,P077,303,70.23,0,None
PR05597,2024-02-13,P083,137,57.43,0,None
PR05598,2023-12-27,P098,454,201.21,0,None
PR05599,2023-08-22,P026,219,82.91,0,None
PR05600,2024-11-13,P015,296,31.7,0,None
PR05601,2023-11-22,P015,405,154.63,0,None
PR05602,2023-12-18,P075,315,57.33,0,None
PR05603,2024-11-08,P047,467,66.57,0,None
PR05604,2024-04-29,P001,141,27.39,7,Production Error
PR05605,2024-03-23,P007,353,165.06,0,None
PR05606,2023-07-23,P030,244,63.69,0,None
PR05607,2023-04-20,P046,449,177.02,14,Overproduction
PR05608,2023-06-20,P057,104,31.96,0,None
PR05609,2024-10-18,P098,68,21.39,0,None
PR05610,2023-10-13,P002,466,151.86,0,None
PR05611,2024-05-06,P075,332,149.45,14,Overproduction
PR05612,2024-06-06,P091,491,69.85,0,None
PR05613,2024-06-21,P061,451,171.01,0,None
PR05614,2023-08-23,P047,330,37.55,0,None
PR05615,2024-04-20,P022,429,111.7,0,None
PR05616,2024-04-07,P044,155,50.35,0,None
PR05617,2023-11-04,P066,282,71.18,4,Production Error
PR05618,2024-03-07,P064,52,24.43,1,Spoilage
PR05619,2023-07-10,P099,217,84.76,16,Spoilage
PR05620,2023-05-18,P016,403,200.19,0,None
PR05621,2023-10-11,P078,318,58.57,0,None
PR05622,2023-03-19,P098,282,108.37,0,None
PR05623,2024-08-09,P013,188,67.36,0,None
PR05624,2024-03-24,P098,76,19.2,0,None
PR05625,2024-04-07,P034,158,68.86,0,None
PR05626,2023-05-17,P037,167,70.89,0,None
PR05627,2023-10-08,P058,229,28.31,0,None
PR05628,2024-06-16,P039,108,34.27,0,None
PR05629,2023-11-11,P074,344,148.42,0,None
PR05630,2024-05-31,P086,122,54.4,0,None
PR05631,2023-03-30,P074,212,76.83,0,None
PR05632,2024-05-27,P065,462,72.75,0,None
PR05633,2024-11-20,P024,396,59.99,0,None
PR05634,2023-09-04,P086,126,26.75,0,None
PR05635,2023-04-09,P089,326,142.5,0,None
PR05636,2023-12-10,P025,170,50.78,0,None
PR05637,2024-12-16,P068,372,74.11,0,None
PR05638,2024-09-23,P029,410,195.15,0,None
PR05639,2024-05-25,P059,159,17.42,0,None
PR05640,2023-02-11,P031,308,115.87,0,None
PR05641,2023-11-19,P086,320,70.39,0,None
PR05642,2023-03-30,P069,450,114.59,0,None
PR05643,2024-06-03,P038,107,17.5,0,None
PR05644,2024-08-02,P063,437,58.26,0,None
PR05645,2024-07-03,P033,188,70.55,0,None
PR05646,2023-05-13,P014,248,65.33,0,None
PR05647,2024-07-30,P083,61,28.71,0,None
PR05648,2023-06-28,P020,174,43.75,0,None
PR05649,2024-02-16,P078,307,89.14,0,None
PR05650,2023-08-29,P077,471,127.37,0,None
PR05651,2023-06-23,P061,368,82.2,0,None
PR05652,2024-11-21,P057,171,62.93,0,None
PR05653,2024-03-29,P026,407,63.79,0,None
PR05654,2023-10-06,P014,322,145.46,0,None
PR05655,2024-07-25,P088,438,110.46,0,None
PR05656,2024-10-29,P043,284,99.69,0,None
PR05657,2024-01-23,P015,278,90.2,0,None
PR05658,2024-04-19,P034,415,200.73,0,None
PR05659,2023-02-15,P047,407,93.54,0,None
PR05660,2023-07-08,P043,271,50.13,0,None
PR05661,2024-09-20,P016,233,85.92,0,None
PR05662,2023-11-29,P032,491,125.15,40,Spoilage
PR05663,2024-08-25,P003,121,21.71,0,None
PR05664,2024-10-06,P002,441,96.87,0,None
PR05665,2023-05-10,P083,177,57.02,0,None
PR05666,2023-07-24,P041,393,70.82,0,None
PR05667,2024-03-09,P003,120,59.66,0,None
PR05668,2024-09-29,P071,135,52.18,0,None
PR05669,2024-08-28,P081,124,39.53,0,None
PR05670,2024-09-01,P060,284,28.62,0,None
PR05671,2023-03-22,P030,298,40.32,0,None
PR05672,2023-07-28,P042,224,32.15,0,None
PR05673,2023-10-28,P006,414,205.22,0,None
PR05674,2024-06-27,P025,379,156.99,0,None
PR05675,2023-01-20,P002,237,62.9,0,None
PR05676,2023-03-05,P068,152,44.88,9,Spoilage
PR05677,2023-06-15,P022,327,99.96,0,None
PR05678,2024-02-03,P030,97,26.99,0,None
PR05679,2023-05-28,P013,186,34.24,0,None
PR05680,2024-06-20,P071,471,111.7,0,None
PR05681,2023-04-02,P016,262,54.72,0,None
PR05682,2023-06-16,P097,315,49.68,0,None
PR05683,2023-02-05,P054,417,115.62,0,None
PR05684,2023-12-12,P099,59,7.67,0,None
PR05685,2023-10-04,P088,51,12.6,0,None
PR05686,2023-02-14,P081,193,41.74,0,None
PR05687,2024-04-01,P022,179,43.65,0,None
PR05688,2024-02-17,P087,314,69.95,0,None
PR05689,2024-12-19,P078,289,66.22,0,None
PR05690,2023-05-05,P059,185,74.02,0,None
PR05691,2024-03-19,P037,163,23.11,0,None
PR05692,2023-07-22,P057,236,58.7,1,Spoilage
PR05693,2024-04-05,P022,246,116.22,0,None
PR05694,2024-03-07,P063,112,20.18,0,None
PR05695,2023-05-01,P052,407,44.45,0,None
PR05696,2023-02-12,P049,104,21.51,0,None
PR05697,2024-06-17,P099,218,22.31,0,None
PR05698,2023-03-31,P093,302,67.33,0,None
PR05699,2024-01-18,P051,95,16.39,0,None
PR05700,2023-05-09,P062,208,31.88,0,None
PR05701,2023-10-09,P039,140,44.14,0,None
PR05702,2024-07-11,P015,363,122.47,0,None
PR05703,2024-01-02,P040,335,165.52,0,None
PR05704,2023-04-21,P015,152,44.54,0,None
PR05705,2024-09-03,P066,162,27.22,0,None
PR05706,2024-06-04,P062,200,92.17,0,None
PR05707,2023-04-12,P028,168,78.93,0,None
PR05708,2023-05-23,P069,239,32.51,0,None
PR05709,2024-10-06,P085,123,24.52,0,None
PR05710,2024-06-08,P096,94,32.95,0,None
PR05711,2023-12-13,P059,464,174.88,0,None
PR05712,2024-11-20,P065,245,81.32,0,None
PR05713,2024-01-31,P008,98,19.38,0,None
PR05714,2024-11-21,P040,474,216.1,0,None
PR05715,2023-03-06,P091,362,145.21,0,None
PR05716,2024-09-04,P001,156,30.11,0,None
PR05717,2023-12-18,P014,232,54.06,0,None
PR05718,2024-09-11,P047,199,88.43,0,None
PR05719,2023-02-09,P030,486,234.32,0,None
PR05720,2023-04-02,P051,166,19.5,0,None
PR05721,2024-02-15,P015,370,106.14,0,None
PR05722,2024-05-14,P096,159,41.16,0,None
PR05723,2024-01-19,P037,335,108.61,0,None
PR05724,2024-10-24,P035,122,34.62,1,Production Error
PR05725,2024-11-26,P075,327,132.66,18,Overproduction
PR05726,2023-05-05,P052,224,25.76,0,None
PR05727,2024-11-25,P012,404,133.86,0,None
PR05728,2023-02-15,P081,491,141.41,0,None
PR05729,2023-01-27,P030,119,22.25,0,None
PR05730,2023-12-20,P069,320,42.17,0,None
PR05731,2023-01-19,P027,171,82.1,0,None
